ele_info,comune,provincia,regione,ele_f,ele_m,ele_t,perc,perc_r,vot_t,data,ora,update_number,url,perc_diff
Regionali Speciali,Lisciano Niccone,Terni,Umbria,204,199,403,32.75,61.77,132,2024-11-17,23:00,2,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580250,-29.02
Regionali Speciali,Lisciano Niccone,Terni,Umbria,204,199,403,0.0,0.0,0,2024-11-18,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580250,0.0
Regionali Speciali,Magione,Terni,Umbria,6064,5892,11956,8.94,19.31,1069,2024-11-17,12:00,0,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580260,-10.37
Regionali Speciali,Magione,Terni,Umbria,6064,5892,11956,28.73,51.35,3435,2024-11-17,19:00,1,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580260,-22.62
Regionali Speciali,Magione,Terni,Umbria,6064,5892,11956,34.26,62.77,4096,2024-11-17,23:00,2,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580260,-28.51
Regionali Speciali,Magione,Terni,Umbria,6064,5892,11956,47.11,62.77,3002,2024-11-18,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580260,-15.66
Regionali Speciali,Marsciano,Terni,Umbria,7107,6855,13962,10.61,20.32,1481,2024-11-17,12:00,0,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580270,-9.71
Regionali Speciali,Marsciano,Terni,Umbria,7107,6855,13962,36.2,57.17,5054,2024-11-17,19:00,1,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580270,-20.97
Regionali Speciali,Marsciano,Terni,Umbria,7107,6855,13962,44.11,69.95,6159,2024-11-17,23:00,2,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580270,-25.84
Regionali Speciali,Marsciano,Terni,Umbria,7107,6855,13962,0.0,0.0,0,2024-11-18,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580270,0.0
Regionali Speciali,Massa Martana,Terni,Umbria,1474,1440,2914,8.1,18.22,236,2024-11-17,12:00,0,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580280,-10.12
Regionali Speciali,Massa Martana,Terni,Umbria,1474,1440,2914,27.87,53.51,812,2024-11-17,19:00,1,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580280,-25.64
Regionali Speciali,Massa Martana,Terni,Umbria,1474,1440,2914,34.9,68.8,1017,2024-11-17,23:00,2,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580280,-33.9
Regionali Speciali,Massa Martana,Terni,Umbria,1474,1440,2914,51.41,68.8,1498,2024-11-18,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580280,-17.39
Regionali Speciali,Monte Castello Di Vibio,Terni,Umbria,585,600,1185,9.28,19.5,110,2024-11-17,12:00,0,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580290,-10.22
Regionali Speciali,Monte Castello Di Vibio,Terni,Umbria,585,600,1185,33.5,58.03,397,2024-11-17,19:00,1,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580290,-24.53
Regionali Speciali,Monte Castello Di Vibio,Terni,Umbria,585,600,1185,41.52,69.98,492,2024-11-17,23:00,2,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580290,-28.46
Regionali Speciali,Monte Castello Di Vibio,Terni,Umbria,585,600,1185,59.83,69.98,709,2024-11-18,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580290,-10.15
Regionali Speciali,Montefalco,Terni,Umbria,2217,2200,4417,8.87,16.85,392,2024-11-17,12:00,0,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580300,-7.98
Regionali Speciali,Montefalco,Terni,Umbria,2217,2200,4417,32.44,50.2,1433,2024-11-17,19:00,1,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580300,-17.76
Regionali Speciali,Montefalco,Terni,Umbria,2217,2200,4417,40.16,66.92,1774,2024-11-17,23:00,2,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580300,-26.76
Regionali Speciali,Montefalco,Terni,Umbria,2217,2200,4417,0.0,0.0,0,2024-11-18,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580300,0.0
Regionali Speciali,Monteleone Di Spoleto,Terni,Umbria,221,254,475,9.05,18.67,43,2024-11-17,12:00,0,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580310,-9.62
Regionali Speciali,Monteleone Di Spoleto,Terni,Umbria,221,254,475,30.32,54.82,144,2024-11-17,19:00,1,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580310,-24.5
Regionali Speciali,Monteleone Di Spoleto,Terni,Umbria,221,254,475,38.74,69.88,184,2024-11-17,23:00,2,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580310,-31.14
Regionali Speciali,Monteleone Di Spoleto,Terni,Umbria,221,254,475,0.0,0.0,0,2024-11-18,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580310,0.0
Regionali Speciali,Monte Santa Maria Tiberina,Terni,Umbria,454,494,948,9.81,15.97,93,2024-11-17,12:00,0,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580320,-6.16
Regionali Speciali,Monte Santa Maria Tiberina,Terni,Umbria,454,494,948,38.08,59.78,361,2024-11-17,19:00,1,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580320,-21.7
Regionali Speciali,Monte Santa Maria Tiberina,Terni,Umbria,454,494,948,47.36,69.76,449,2024-11-17,23:00,2,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580320,-22.4
Regionali Speciali,Monte Santa Maria Tiberina,Terni,Umbria,454,494,948,63.19,69.76,599,2024-11-18,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580320,-6.57
Regionali Speciali,Montone,Terni,Umbria,680,655,1335,9.66,19.18,129,2024-11-17,12:00,0,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580330,-9.52
Regionali Speciali,Montone,Terni,Umbria,680,655,1335,36.78,61.33,491,2024-11-17,19:00,1,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580330,-24.55
Regionali Speciali,Montone,Terni,Umbria,680,655,1335,43.82,70.58,585,2024-11-17,23:00,2,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580330,-26.76
Regionali Speciali,Montone,Terni,Umbria,680,655,1335,59.78,70.58,798,2024-11-18,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580330,-10.8
Regionali Speciali,Nocera Umbra,Terni,Umbria,2429,2488,4917,10.37,18.51,510,2024-11-17,12:00,0,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580340,-8.14
Regionali Speciali,Nocera Umbra,Terni,Umbria,2429,2488,4917,28.9,52.57,1421,2024-11-17,19:00,1,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580340,-23.67
Regionali Speciali,Nocera Umbra,Terni,Umbria,2429,2488,4917,34.51,62.42,1697,2024-11-17,23:00,2,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/100580340,-27.91
