ele_info,comune,provincia,regione,ele_f,ele_m,ele_t,perc,perc_r,vot_t,data,ora,update_number,url,perc_diff
Regionali Speciali,Armo,Imperia,Liguria,46,39,85,61.18,65.56,52,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370040,-6.68
Regionali Speciali,Aurigo,Imperia,Liguria,133,138,271,59.41,82.42,161,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370041,-27.92
Regionali Speciali,Badalucco,Imperia,Liguria,468,460,928,40.95,53.94,380,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370050,-24.08
Regionali Speciali,Bajardo,Imperia,Liguria,123,135,258,43.02,51.58,111,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370060,-16.6
Regionali Speciali,Bordighera,Imperia,Liguria,4878,4400,9278,37.09,46.08,3441,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370070,-19.51
Regionali Speciali,Borghetto D'Arroscia,Imperia,Liguria,139,179,318,40.57,53.47,129,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370080,-24.13
Regionali Speciali,Borgomaro,Imperia,Liguria,315,334,649,44.53,55.38,289,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370090,-19.59
Regionali Speciali,Camporosso,Imperia,Liguria,2398,2369,4767,37.51,54.57,1788,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370100,-31.26
Regionali Speciali,Caravonica,Imperia,Liguria,81,105,186,69.89,62.07,130,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370110,12.6
Regionali Speciali,Castellaro,Imperia,Liguria,545,532,1077,42.06,57.29,453,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370130,-26.58
Regionali Speciali,Castel Vittorio,Imperia,Liguria,113,136,249,41.37,46.79,103,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370140,-11.58
Regionali Speciali,Ceriana,Imperia,Liguria,424,484,908,29.52,46.45,268,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370150,-36.45
Regionali Speciali,Cervo,Imperia,Liguria,526,494,1020,33.92,50.0,346,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370160,-32.16
Regionali Speciali,Cesio,Imperia,Liguria,107,121,228,45.61,63.3,104,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370170,-27.95
Regionali Speciali,Chiusanico,Imperia,Liguria,261,277,538,48.14,56.77,259,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370180,-15.2
Regionali Speciali,Chiusavecchia,Imperia,Liguria,188,182,370,44.59,56.82,165,2024-10-28,15:00,3,https://elezioni.interno.gov.it/risultati/20241117/regionali/votanti/italia/070370190,-21.52
